"unitid","institution name","year","DRVEF2022.Percent of total enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of total enrollment that are Asian","DRVEF2022.Percent of total enrollment that are Black or African American","DRVEF2022.Percent of total enrollment that are Hispanic/Latino","DRVEF2022.Percent of total enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of total enrollment that are White","DRVEF2022.Percent of total enrollment that are two or more races","DRVEF2022.Percent of total enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of total enrollment that are U.S. Nonresident","DRVEF2022.Percent of total enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of total enrollment that are women","DRVEF2022.Percent of undergraduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of undergraduate enrollment that are Asian","DRVEF2022.Percent of undergraduate enrollment that are Black or African American","DRVEF2022.Percent of undergraduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of undergraduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are White","DRVEF2022.Percent of undergraduate enrollment that are two or more races","DRVEF2022.Percent of undergraduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of undergraduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of undergraduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of undergraduate enrollment that are women","DRVEF2022.Percent of graduate enrollment that are American Indian or Alaska Native","DRVEF2022.Percent of graduate enrollment that are Asian","DRVEF2022.Percent of graduate enrollment that are Black or African American","DRVEF2022.Percent of graduate enrollment that are Hispanic/Latino","DRVEF2022.Percent of graduate enrollment that are Native Hawaiian or Other Pacific Islander","DRVEF2022.Percent of graduate enrollment that are White","DRVEF2022.Percent of graduate enrollment that are two or more races","DRVEF2022.Percent of graduate enrollment that are Race/ethnicity unknown","DRVEF2022.Percent of graduate enrollment that are U.S. Nonresident","DRVEF2022.Percent of graduate enrollment that are Asian/Native Hawaiian/Pacific Islander","DRVEF2022.Percent of graduate enrollment that are women"
"202523","Denison University","2022","0","3","6","7","0","61","4","2","17","3","52","0","3","6","7","0","61","4","2","17","3","52",,,,,,,,,,,
"202648","Edison State Community College","2022","1","1","3","2","0","89","2","2","0","1","61","1","1","3","2","0","89","2","2","0","1","61",,,,,,,,,,,
"202657","EHOVE Career Center","2022","0","0","11","4","0","80","4","0","0","0","74","0","0","11","4","0","80","4","0","0","0","74",,,,,,,,,,,
"202763","The University of Findlay","2022","0","2","4","1","0","64","2","19","7","2","64","0","2","4","1","0","67","3","21","3","2","65","0","2","3","1","0","55","1","12","24","2","61"
"202806","Franklin University","2022","1","3","19","7","0","55","3","8","3","3","62","1","3","18","8","0","61","3","6","0","3","61","1","5","22","4","0","43","2","13","10","5","63"
"202888","Gerbers Akron Beauty School","2022","0","34","32","2","0","32","0","0","0","34","88","0","34","32","2","0","32","0","0","0","34","88",,,,,,,,,,,
"202903","Gods Bible School and College","2022","0","1","5","4","0","78","2","0","9","1","47","0","1","5","5","0","77","2","0","10","1","49","0","0","0","0","0","100","0","0","0","0","17"
"202912","Good Samaritan College of Nursing and Health Science","2022","0","1","24","7","0","56","0","11","0","1","96","0","1","24","7","0","56","0","11","0","1","96",,,,,,,,,,,
"202949","Great Oaks Career Campuses","2022","0","1","12","5","0","78","3","2","0","1","6","0","1","12","5","0","78","3","2","0","1","6",,,,,,,,,,,
"202985","Hannah E Mullins School of Practical Nursing","2022","0","0","12","0","0","88","0","0","0","0","94","0","0","12","0","0","88","0","0","0","0","94",,,,,,,,,,,
"203030","Adult and Community Education-Hudson","2022","0","0","94","3","0","3","0","0","0","0","97","0","0","94","3","0","3","0","0","0","0","97",,,,,,,,,,,
"203067","Hebrew Union College-Jewish Institute of Religion","2022","0","1","1","5","0","90","1","1","1","1","63",,,,,,,,,,,,"0","1","1","5","0","90","1","1","1","1","63"
"203085","Heidelberg University","2022","0","1","10","3","0","82","3","2","1","1","48","0","1","10","3","0","81","3","2","1","1","47","0","1","6","2","0","85","4","2","1","1","58"
"203128","Hiram College","2022","0","0","8","7","0","42","2","40","1","0","54","0","0","7","7","0","42","2","40","1","0","54","0","0","38","6","0","38","0","19","0","0","69"
"203146","Hobart Institute of Welding Technology","2022","0","1","2","4","0","91","3","0","0","1","8","0","1","2","4","0","91","3","0","0","1","8",,,,,,,,,,,
"203155","Hocking College","2022","0","0","14","2","0","76","4","2","1","0","49","0","0","14","2","0","76","4","2","1","0","49",,,,,,,,,,,
"203234","Ross Medical Education Center-Cincinnati","2022","0","0","28","1","0","13","3","54","1","0","96","0","0","28","1","0","13","3","54","1","0","96",,,,,,,,,,,
"203289","International College of Broadcasting","2022","0","0","33","0","0","65","0","3","0","0","30","0","0","33","0","0","65","0","3","0","0","30",,,,,,,,,,,
"203331","Eastern Gateway Community College","2022","1","3","20","16","0","53","6","1","0","3","69","1","3","20","16","0","53","6","1","0","3","69",,,,,,,,,,,
"203368","John Carroll University","2022","0","3","6","4","0","82","2","1","2","3","48","0","3","5","5","0","83","2","1","2","3","46","0","3","11","3","0","78","2","0","2","3","61"
"203386","Hondros College of Nursing","2022","0","1","51","2","1","32","0","12","0","2","93","0","1","51","2","1","32","0","12","0","2","93",,,,,,,,,,,
"203438","Casal Aveda Institute","2022","0","0","22","4","0","66","4","3","0","0","100","0","0","22","4","0","66","4","3","0","0","100",,,,,,,,,,,
"203447","Kent State University at Ashtabula","2022","0","1","6","6","0","81","3","2","0","2","63","0","1","6","6","0","81","3","2","0","2","63",,,,,,,,,,,
"203456","Kent State University at East Liverpool","2022","0","1","6","4","0","81","3","4","1","2","66","0","1","6","4","0","81","3","4","1","2","66",,,,,,,,,,,
"203465","Kent State University at Stark","2022","0","1","7","3","0","80","4","3","1","1","63","0","1","7","3","0","80","4","3","1","1","63","0","33","0","33","0","33","0","0","0","33","100"
"203474","Kent State University at Trumbull","2022","0","1","7","3","0","82","4","2","0","1","61","0","1","7","3","0","82","4","2","0","1","61",,,,,,,,,,,
"203483","Kent State University at Tuscarawas","2022","0","1","5","3","0","85","3","2","1","1","59","0","1","5","3","0","85","3","2","1","1","59",,,,,,,,,,,
"203492","Kent State University at Salem","2022","0","1","5","3","0","84","4","3","1","1","72","0","1","5","3","0","84","4","3","1","1","72",,,,,,,,,,,
"203517","Kent State University at Kent","2022","0","2","8","4","0","73","4","2","6","2","63","0","2","9","4","0","75","4","2","3","2","62","0","3","7","3","0","64","2","2","18","3","66"
"203526","Kent State University at Geauga","2022","0","2","12","3","0","75","4","3","1","2","64","0","2","12","3","0","75","4","3","1","2","64",,,,,,,,,,,
"203535","Kenyon College","2022","0","4","3","8","0","66","5","1","12","5","56","0","4","3","8","0","66","5","1","12","5","56",,,,,,,,,,,
"203544","Kettering College","2022","0","3","8","5","0","63","2","13","6","4","83","0","3","9","5","0","60","2","13","8","3","82","0","4","2","4","0","75","3","11","1","4","87"
"203580","Lake Erie College","2022","1","1","13","7","0","65","3","6","4","1","45","2","1","13","8","0","63","3","6","4","1","43","0","3","13","1","0","74","2","3","3","3","54"
"203599","Lakeland Community College","2022","0","2","10","5","0","71","4","8","0","2","62","0","2","10","5","0","71","4","8","0","2","62",,,,,,,,,,,
"203614","O C Collins Career Center","2022","0","0","2","1","0","97","0","0","0","0","71","0","0","2","1","0","97","0","0","0","0","71",,,,,,,,,,,
"203678","James A. Rhodes State College","2022","0","1","4","0","0","74","3","18","0","1","64","0","1","4","0","0","74","3","18","0","1","64",,,,,,,,,,,
"203720","Ohio Business College-Sheffield","2022","0","0","26","23","0","41","4","6","0","0","43","0","0","26","23","0","41","4","6","0","0","43",,,,,,,,,,,
"203739","Ohio Business College-Sandusky","2022","0","0","11","7","0","66","5","11","0","0","84","0","0","11","7","0","66","5","11","0","0","84",,,,,,,,,,,
"203748","Lorain County Community College","2022","0","2","9","11","0","72","5","1","0","2","62","0","2","9","11","0","72","5","1","0","2","62",,,,,,,,,,,
"203757","Lourdes University","2022","1","2","12","3","0","77","0","5","0","2","60","1","1","13","3","0","77","0","4","0","2","58","0","3","9","2","0","75","0","11","0","3","67"
"203775","Malone University","2022","0","2","8","3","0","76","2","7","2","2","58","0","2","7","3","0","75","3","8","2","2","53","0","1","13","3","0","78","2","2","1","1","77"
"203845","Marietta College","2022","0","1","4","3","0","82","5","4","2","1","52","0","1","4","3","0","81","5","4","2","1","49","0","3","3","1","0","85","0","7","0","3","80"
"203881","Marion Technical College","2022","0","2","8","1","0","79","6","4","0","2","59","0","2","8","1","0","79","6","4","0","2","59",,,,,,,,,,,
"203942","Medina County Career Center","2022","0","0","9","3","0","88","0","0","0","0","47","0","0","9","3","0","88","0","0","0","0","47",,,,,,,,,,,
"203960","Mercy College of Ohio","2022","0","2","13","7","0","73","4","0","0","2","88","0","2","14","8","0","72","4","0","0","2","88","0","4","7","6","0","82","1","0","0","4","84"
"203997","Methodist Theological School in Ohio","2022","0","1","20","3","0","63","4","0","8","1","70",,,,,,,,,,,,"0","1","20","3","0","63","4","0","8","1","70"
"204006","Miami University-Hamilton","2022","0","3","8","5","0","71","4","2","6","3","54","0","3","8","5","0","71","4","2","6","3","54","0","6","12","6","0","71","0","6","0","6","88"
"204015","Miami University-Middletown","2022","0","2","6","4","0","74","4","2","9","2","56","0","2","6","4","0","74","4","2","9","2","56",,,,,,,,,,,
"204024","Miami University-Oxford","2022","0","3","3","5","0","78","4","1","6","3","54","0","3","3","5","0","80","4","1","5","3","52","0","3","5","6","0","66","3","4","13","3","71"
"204121","Moler Hollywood Beauty Academy","2022","0","1","53","7","0","36","3","0","0","1","100","0","1","53","7","0","36","3","0","0","1","100",,,,,,,,,,,
"204158","Miami Valley Career Technology Center","2022","0","0","39","3","0","51","7","0","0","0","72","0","0","39","3","0","51","7","0","0","0","72",,,,,,,,,,,
"204176","Mount Carmel College of Nursing","2022","1","6","23","3","0","63","4","1","0","6","87","1","6","24","3","0","63","4","1","0","6","88","0","6","22","4","0","64","4","1","0","6","86"
"204185","University of Mount Union","2022","0","1","7","3","0","78","2","7","3","1","49","0","1","7","3","0","77","2","7","3","1","47","0","3","5","4","0","83","1","4","0","3","61"
"204194","Mount Vernon Nazarene University","2022","0","1","3","3","0","87","3","2","0","1","62","0","1","2","3","0","88","4","1","1","1","61","0","2","6","4","1","82","1","4","0","2","68"
"204200","Mount Saint Joseph University","2022","0","2","8","3","0","82","4","1","0","2","63","0","1","9","4","0","81","4","1","0","1","55","0","2","7","3","0","84","2","1","0","2","81"
"204255","Zane State College","2022","0","1","2","2","0","87","3","5","0","1","59","0","1","2","2","0","87","3","5","0","1","59",,,,,,,,,,,
"204264","Muskingum University","2022","0","1","6","2","0","70","3","18","1","1","63","0","1","8","2","0","79","4","4","1","1","54","0","1","1","1","0","47","1","48","0","1","84"
"204334","National Beauty College","2022","0","1","34","1","0","61","4","0","0","1","99","0","1","34","1","0","61","4","0","0","1","99",,,,,,,,,,,
"204422","North Central State College","2022","0","1","4","4","0","84","4","3","0","1","61","0","1","4","4","0","84","4","3","0","1","61",,,,,,,,,,,
"204431","Northern Institute of Cosmetology","2022","0","0","33","24","0","30","11","2","0","0","80","0","0","33","24","0","30","11","2","0","0","80",,,,,,,,,,,
"204440","Northwest State Community College","2022","0","0","2","7","0","51","1","39","0","0","65","0","0","2","7","0","51","1","39","0","0","65",,,,,,,,,,,
"204459","Toledo Public Schools Adult and Continuing Education","2022","0","0","80","10","0","10","0","0","0","0","10","0","0","80","10","0","10","0","0","0","0","10",,,,,,,,,,,
"204468","Notre Dame College","2022","0","1","25","4","0","54","3","7","7","1","54","0","1","25","4","0","53","3","6","7","1","53","0","1","19","5","0","57","1","10","7","1","61"
"204477","Northeast Ohio Medical University","2022","0","22","7","10","0","53","3","4","0","22","53",,,,,,,,,,,,"0","22","7","10","0","53","3","4","0","22","53"
"204486","University of Northwestern Ohio","2022","1","1","4","6","0","79","0","4","5","1","16","1","1","4","6","0","79","0","4","5","1","16","0","5","8","8","0","77","0","0","3","5","67"
"204501","Oberlin College","2022","0","5","5","8","0","61","10","1","10","5","59","0","5","5","8","0","61","10","1","10","5","59","0","17","0","0","0","17","17","0","50","17","0"
"204608","Ohio Technical College","2022","0","1","18","10","0","66","3","2","0","1","10","0","1","18","10","0","66","3","2","0","1","10",,,,,,,,,,,
"204617","Ohio Dominican University","2022","1","2","20","5","0","57","4","5","6","2","59","1","1","26","7","0","52","4","4","5","1","52","0","3","8","3","0","68","4","6","9","3","73"
"204635","Ohio Northern University","2022","0","2","3","0","0","79","5","9","2","2","48","0","2","3","0","0","80","5","8","2","2","46","0","4","4","2","0","73","3","9","4","4","60"
"204662","Ohio State University Agricultural Technical Institute","2022","0","0","1","2","0","93","1","2","0","0","59","0","0","1","2","0","93","1","2","0","0","59",,,,,,,,,,,
"204671","Ohio State University-Lima Campus","2022","0","2","5","4","0","81","5","3","0","2","56","0","2","5","4","0","81","5","3","0","2","56",,,,,,,,,,,
"204680","Ohio State University-Mansfield Campus","2022","0","4","9","5","0","75","5","2","0","4","55","0","4","9","5","0","75","5","2","0","4","55","0","0","0","0","0","100","0","0","0","0","100"
"204699","Ohio State University-Marion Campus","2022","0","7","4","5","0","75","4","4","1","7","49","0","7","4","5","0","75","4","4","1","7","49",,,,,,,,,,,
"204705","Ohio State University-Newark Campus","2022","0","7","18","5","0","62","6","3","0","7","51","0","7","18","5","0","62","6","3","0","7","51",,,,,,,,,,,
"204714","Ohio State Beauty Academy","2022","0","0","11","2","0","78","9","0","0","0","96","0","0","11","2","0","78","9","0","0","0","96",,,,,,,,,,,
"204723","Ohio State College of Barber Styling","2022","0","0","58","5","0","32","4","0","0","0","23","0","0","58","5","0","32","4","0","0","0","23",,,,,,,,,,,
"204769","The Spa School","2022","2","3","25","0","1","62","0","7","0","4","94","2","3","25","0","1","62","0","7","0","4","94",,,,,,,,,,,
"204778","Ohio State School of Cosmetology-Canal Winchester","2022","0","3","34","0","0","58","0","5","0","3","98","0","3","34","0","0","58","0","5","0","3","98",,,,,,,,,,,
"204796","Ohio State University-Main Campus","2022","0","9","8","6","0","61","4","3","10","9","52","0","9","8","5","0","63","4","3","7","9","50","0","7","6","6","0","55","3","4","18","7","58"
"204802","Ohio University-Eastern Campus","2022","0","1","3","2","0","84","5","4","1","1","63","0","1","3","2","0","84","5","4","1","1","63",,,,,,,,,,,
"204820","Ohio University-Chillicothe Campus","2022","0","1","3","2","0","85","4","4","0","1","66","0","1","3","2","0","85","4","4","0","1","66",,,,,,,,,,,
"204839","Ohio University-Southern Campus","2022","0","0","3","2","0","83","4","6","0","1","67","0","0","3","2","0","83","4","6","0","1","67",,,,,,,,,,,
"204848","Ohio University-Lancaster Campus","2022","0","0","4","2","0","84","4","5","0","1","64","0","0","4","2","0","84","4","5","0","1","64",,,,,,,,,,,
"204857","Ohio University-Main Campus","2022","0","2","6","4","0","78","3","2","4","2","60","0","2","6","4","0","81","4","2","1","2","61","0","4","7","4","0","67","3","2","13","4","59"
"204866","Ohio University-Zanesville Campus","2022","0","1","4","2","0","84","4","4","1","1","69","0","1","4","2","0","84","4","4","1","1","69",,,,,,,,,,,
"204884","East Ohio College","2022","0","0","4","1","1","92","1","1","0","1","95","0","0","4","1","1","92","1","1","0","1","95",,,,,,,,,,,
"204893","Trinity Health System School of Nursing","2022","2","2","2","0","0","93","0","0","0","2","79","2","2","2","0","0","93","0","0","0","2","79",,,,,,,,,,,
"204909","Ohio Wesleyan University","2022","0","3","7","5","0","71","5","1","7","3","56","0","3","7","5","0","71","5","1","7","3","56",,,,,,,,,,,
"204936","Otterbein University","2022","0","3","9","6","0","72","5","4","0","4","61","0","3","9","6","1","73","5","3","0","4","60","0","3","8","1","0","71","2","15","0","3","67"
"204945","Owens Community College","2022","0","1","9","9","0","73","3","3","1","1","49","0","1","9","9","0","73","3","3","1","1","49",,,,,,,,,,,
"204963","Paramount Beauty Academy","2022","0","0","9","0","0","91","0","0","0","0","94","0","0","9","0","0","91","0","0","0","0","94",,,,,,,,,,,
"204981","Cuyahoga Valley Career Center","2022","1","2","41","5","2","45","1","4","0","4","78","1","2","41","5","2","45","1","4","0","4","78",,,,,,,,,,,
"204990","Payne Theological Seminary","2022","1","0","92","1","0","1","1","2","3","0","54",,,,,,,,,,,,"1","0","92","1","0","1","1","2","3","0","54"
"205027","Pontifical College Josephinum","2022","0","1","1","15","0","79","0","0","4","1","1","0","0","6","9","0","79","0","0","6","0","0","0","2","0","17","0","79","0","0","3","2","2"
"205054","Professional Skills Institute","2022","0","2","54","4","0","33","6","1","0","2","90","0","2","54","4","0","33","6","1","0","2","90",,,,,,,,,,,
"205090","Firelands Regional Medical Center School of Nursing","2022","3","0","6","4","0","81","6","0","0","0","88","3","0","6","4","0","81","6","0","0","0","88",,,,,,,,,,,
"205124","Rabbinical College Telshe","2022","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0","0","0","0","0","0","100","0","0","0","0","0"
"205142","Raphael's School of Beauty Culture Inc-Niles","2022","0","1","38","3","0","55","2","0","0","1","68","0","1","38","3","0","55","2","0","0","1","68",,,,,,,,,,,
"205179","Fortis College-Centerville","2022","2","1","35","1","0","55","3","2","0","2","83","2","1","35","1","0","55","3","2","0","2","83",,,,,,,,,,,
"205203","University of Rio Grande","2022","0","1","2","1","0","77","0","13","5","1","64","0","0","2","1","0","78","0","13","5","1","64","0","4","4","4","0","35","0","12","42","4","27"
"205391","The Modern College of Design","2022","0","1","6","6","0","80","4","4","0","1","81","0","1","6","6","0","80","4","4","0","1","81",,,,,,,,,,,
"205443","Shawnee State University","2022","0","0","2","0","0","45","0","52","0","0","59","0","0","2","0","0","44","0","53","0","1","58","0","0","1","0","0","52","0","47","0","0","65"
